"@timestamp","process.command_line","process.executable","process.working_directory","process.pid","process.parent.pid","process.user.id"
"Nov 1, 2023 @ 08:32:49.227","/bin/sh /sbin/dhclient-script","/usr/bin/dash","""/""",1787621,500,0
"Nov 1, 2023 @ 08:32:49.227","run-parts --list /etc/dhcp/dhclient-enter-hooks.d","/usr/bin/run-parts","""/""",1787622,1787621,0
"Nov 1, 2023 @ 08:32:49.227","sed -e /^nameserver/!b ENDOFCYCLE -e s/$/ / -e s/\([:. ]\)0\+/\10/g -e s/\([:. ]\)0\([123456789abcdefABCDEF][[:xdigit:]]*\)/\1\2/g -e /::/b ENDOFCYCLE; s/ \(0[: ]\)\+/ ::/ -e s/#.*$// /::/b ENDOFCYCLE; s/:\(0[: ]\)\+/::/ -e : ENDOFCYCLE - -e s/[[:blank:]]\+$// -e s/^[[:blank:]]\+// -e s/[[:blank:]]\+/ /g -e","/usr/bin/sed","""/run/resolvconf/interface""",1787629,1787628,0
"Nov 1, 2023 @ 08:32:49.227","rm -f /run/chrony-dhcp/enp1s0.sources","/usr/bin/rm","""/""",1787632,1787621,0
"Nov 1, 2023 @ 08:32:49.227","/bin/sh /sbin/resolvconf -a enp1s0.dhclient","/usr/bin/dash","""/""",1787625,1787621,0
"Nov 1, 2023 @ 08:32:49.227","flock -w 10 9","/usr/bin/flock","""/run/resolvconf/interface""",1787626,1787625,0
"Nov 1, 2023 @ 08:32:49.227","sed -e s/[[:blank:]]\+$// -e /^$/d","/usr/bin/sed","""/run/resolvconf/interface""",1787630,1787628,0
"Nov 1, 2023 @ 08:32:49.227","mkdir -p /run/chrony-dhcp","/usr/bin/mkdir","""/""",1787633,1787621,0
"Nov 1, 2023 @ 08:32:49.227","/usr/bin/chronyc reload sources","/usr/bin/chronyc","""/""",1787634,1787621,0
"Nov 1, 2023 @ 08:32:49.227","ip -4 600 dev enp1s0 label enp1s0 addr change 192.168.1.2/255.255.255.0 broadcast 192.168.1.255 valid_lft 600 preferred_lft","/usr/bin/ip","""/""",1787623,1787621,0
"Nov 1, 2023 @ 08:32:49.227","run-parts --list /etc/dhcp/dhclient-exit-hooks.d","/usr/bin/run-parts","""/""",1787631,1787621,0
"Nov 1, 2023 @ 08:32:19.175","mkdir -p /run/chrony-dhcp","/usr/bin/mkdir","""/""",1787618,1787606,0
"Nov 1, 2023 @ 08:32:19.175","hostname -f","/usr/bin/hostname","""/""",1787620,672,0
"Nov 1, 2023 @ 08:32:19.175","ip -4 600 dev enp1s0 label enp1s0 addr change 192.168.1.2/255.255.255.0 broadcast 192.168.1.255 valid_lft 600 preferred_lft","/usr/bin/ip","""/""",1787608,1787606,0
"Nov 1, 2023 @ 08:32:19.175","/bin/sh /sbin/resolvconf -a enp1s0.dhclient","/usr/bin/dash","""/""",1787610,1787606,0
"Nov 1, 2023 @ 08:32:19.175","/usr/bin/chronyc reload sources","/usr/bin/chronyc","""/""",1787619,1787606,0
"Nov 1, 2023 @ 08:32:19.175","run-parts --list /etc/dhcp/dhclient-enter-hooks.d","/usr/bin/run-parts","""/""",1787607,1787606,0
"Nov 1, 2023 @ 08:32:19.175","rm -f /run/chrony-dhcp/enp1s0.sources","/usr/bin/rm","""/""",1787617,1787606,0
"Nov 1, 2023 @ 08:32:19.175","sed -e /^nameserver/!b ENDOFCYCLE -e s/$/ / -e s/\([:. ]\)0\+/\10/g -e s/\([:. ]\)0\([123456789abcdefABCDEF][[:xdigit:]]*\)/\1\2/g -e /::/b ENDOFCYCLE; s/ \(0[: ]\)\+/ ::/ -e s/#.*$// /::/b ENDOFCYCLE; s/:\(0[: ]\)\+/::/ -e : ENDOFCYCLE - -e s/[[:blank:]]\+$// -e s/^[[:blank:]]\+// -e s/[[:blank:]]\+/ /g -e","/usr/bin/sed","""/run/resolvconf/interface""",1787614,1787613,0
"Nov 1, 2023 @ 08:32:19.175","sed -e s/[[:blank:]]\+$// -e /^$/d","/usr/bin/sed","""/run/resolvconf/interface""",1787615,1787613,0
"Nov 1, 2023 @ 08:32:19.175","/bin/sh /sbin/dhclient-script","/usr/bin/dash","""/""",1787606,500,0
"Nov 1, 2023 @ 08:32:19.175","run-parts --list /etc/dhcp/dhclient-exit-hooks.d","/usr/bin/run-parts","""/""",1787616,1787606,0
"Nov 1, 2023 @ 08:32:19.175","flock -w 10 9","/usr/bin/flock","""/run/resolvconf/interface""",1787611,1787610,0
"Nov 1, 2023 @ 08:31:29.115","run-parts --list /etc/dhcp/dhclient-exit-hooks.d","/usr/bin/run-parts","""/""",1787602,1787592,0
"Nov 1, 2023 @ 08:31:29.115","/bin/sh /sbin/dhclient-script","/usr/bin/dash","""/""",1787592,500,0
"Nov 1, 2023 @ 08:31:29.115","/usr/bin/chronyc reload sources","/usr/bin/chronyc","""/""",1787605,1787592,0
"Nov 1, 2023 @ 08:31:29.115","run-parts --list /etc/dhcp/dhclient-enter-hooks.d","/usr/bin/run-parts","""/""",1787593,1787592,0
"Nov 1, 2023 @ 08:31:29.115","sed -e s/[[:blank:]]\+$// -e /^$/d","/usr/bin/sed","""/run/resolvconf/interface""",1787601,1787599,0
"Nov 1, 2023 @ 08:31:29.115","ip -4 600 dev enp1s0 label enp1s0 addr change 192.168.1.2/255.255.255.0 broadcast 192.168.1.255 valid_lft 600 preferred_lft","/usr/bin/ip","""/""",1787594,1787592,0
"Nov 1, 2023 @ 08:31:29.115","flock -w 10 9","/usr/bin/flock","""/run/resolvconf/interface""",1787597,1787596,0
"Nov 1, 2023 @ 08:31:29.115","sed -e /^nameserver/!b ENDOFCYCLE -e s/$/ / -e s/\([:. ]\)0\+/\10/g -e s/\([:. ]\)0\([123456789abcdefABCDEF][[:xdigit:]]*\)/\1\2/g -e /::/b ENDOFCYCLE; s/ \(0[: ]\)\+/ ::/ -e s/#.*$// /::/b ENDOFCYCLE; s/:\(0[: ]\)\+/::/ -e : ENDOFCYCLE - -e s/[[:blank:]]\+$// -e s/^[[:blank:]]\+// -e s/[[:blank:]]\+/ /g -e","/usr/bin/sed","""/run/resolvconf/interface""",1787600,1787599,0
"Nov 1, 2023 @ 08:31:29.115","mkdir -p /run/chrony-dhcp","/usr/bin/mkdir","""/""",1787604,1787592,0
"Nov 1, 2023 @ 08:31:29.115","/bin/sh /sbin/resolvconf -a enp1s0.dhclient","/usr/bin/dash","""/""",1787596,1787592,0
"Nov 1, 2023 @ 08:31:29.115","rm -f /run/chrony-dhcp/enp1s0.sources","/usr/bin/rm","""/""",1787603,1787592,0
"Nov 1, 2023 @ 08:31:19.075","hostname -f","/usr/bin/hostname","""/""",1787591,672,0
"Nov 1, 2023 @ 08:30:39.020","run-parts --list /etc/dhcp/dhclient-exit-hooks.d","/usr/bin/run-parts","""/""",1787586,1787576,0
"Nov 1, 2023 @ 08:30:39.020","sed -e s/[[:blank:]]\+$// -e /^$/d","/usr/bin/sed","""/run/resolvconf/interface""",1787585,1787583,0
"Nov 1, 2023 @ 08:30:39.020","rm -f /run/chrony-dhcp/enp1s0.sources","/usr/bin/rm","""/""",1787587,1787576,0
"Nov 1, 2023 @ 08:30:39.020","sed -e /^nameserver/!b ENDOFCYCLE -e s/$/ / -e s/\([:. ]\)0\+/\10/g -e s/\([:. ]\)0\([123456789abcdefABCDEF][[:xdigit:]]*\)/\1\2/g -e /::/b ENDOFCYCLE; s/ \(0[: ]\)\+/ ::/ -e s/#.*$// /::/b ENDOFCYCLE; s/:\(0[: ]\)\+/::/ -e : ENDOFCYCLE - -e s/[[:blank:]]\+$// -e s/^[[:blank:]]\+// -e s/[[:blank:]]\+/ /g -e","/usr/bin/sed","""/run/resolvconf/interface""",1787584,1787583,0
"Nov 1, 2023 @ 08:30:39.020","ip -4 600 dev enp1s0 label enp1s0 addr change 192.168.1.2/255.255.255.0 broadcast 192.168.1.255 valid_lft 600 preferred_lft","/usr/bin/ip","""/""",1787578,1787576,0
"Nov 1, 2023 @ 08:30:39.020","run-parts --list /etc/dhcp/dhclient-enter-hooks.d","/usr/bin/run-parts","""/""",1787577,1787576,0
"Nov 1, 2023 @ 08:30:39.020","mkdir -p /run/chrony-dhcp","/usr/bin/mkdir","""/""",1787588,1787576,0
"Nov 1, 2023 @ 08:30:39.020","flock -w 10 9","/usr/bin/flock","""/run/resolvconf/interface""",1787581,1787580,0
"Nov 1, 2023 @ 08:30:39.020","/bin/sh /sbin/dhclient-script","/usr/bin/dash","""/""",1787576,500,0
"Nov 1, 2023 @ 08:30:39.020","/usr/bin/chronyc reload sources","/usr/bin/chronyc","""/""",1787589,1787576,0
"Nov 1, 2023 @ 08:30:39.020","/bin/sh /sbin/resolvconf -a enp1s0.dhclient","/usr/bin/dash","""/""",1787580,1787576,0
"Nov 1, 2023 @ 08:30:18.783","hostname -f","/usr/bin/hostname","""/""",1787575,672,0
"Nov 1, 2023 @ 08:29:58.752","sed -e s/[[:blank:]]\+$// -e /^$/d","/usr/bin/sed","""/run/resolvconf/interface""",1787570,1787568,0
"Nov 1, 2023 @ 08:29:58.752","ip -4 600 dev enp1s0 label enp1s0 addr change 192.168.1.2/255.255.255.0 broadcast 192.168.1.255 valid_lft 600 preferred_lft","/usr/bin/ip","""/""",1787563,1787561,0
"Nov 1, 2023 @ 08:29:58.752","/bin/sh /sbin/resolvconf -a enp1s0.dhclient","/usr/bin/dash","""/""",1787565,1787561,0
"Nov 1, 2023 @ 08:29:58.752","rm -f /run/chrony-dhcp/enp1s0.sources","/usr/bin/rm","""/""",1787572,1787561,0
"Nov 1, 2023 @ 08:29:58.752","run-parts --list /etc/dhcp/dhclient-exit-hooks.d","/usr/bin/run-parts","""/""",1787571,1787561,0
"Nov 1, 2023 @ 08:29:58.752","mkdir -p /run/chrony-dhcp","/usr/bin/mkdir","""/""",1787573,1787561,0
"Nov 1, 2023 @ 08:29:58.752","flock -w 10 9","/usr/bin/flock","""/run/resolvconf/interface""",1787566,1787565,0
"Nov 1, 2023 @ 08:29:58.752","/usr/bin/chronyc reload sources","/usr/bin/chronyc","""/""",1787574,1787561,0
"Nov 1, 2023 @ 08:29:58.752","/bin/sh /sbin/dhclient-script","/usr/bin/dash","""/""",1787561,500,0
"Nov 1, 2023 @ 08:29:58.752","sed -e /^nameserver/!b ENDOFCYCLE -e s/$/ / -e s/\([:. ]\)0\+/\10/g -e s/\([:. ]\)0\([123456789abcdefABCDEF][[:xdigit:]]*\)/\1\2/g -e /::/b ENDOFCYCLE; s/ \(0[: ]\)\+/ ::/ -e s/#.*$// /::/b ENDOFCYCLE; s/:\(0[: ]\)\+/::/ -e : ENDOFCYCLE - -e s/[[:blank:]]\+$// -e s/^[[:blank:]]\+// -e s/[[:blank:]]\+/ /g -e","/usr/bin/sed","""/run/resolvconf/interface""",1787569,1787568,0
"Nov 1, 2023 @ 08:29:58.752","run-parts --list /etc/dhcp/dhclient-enter-hooks.d","/usr/bin/run-parts","""/""",1787562,1787561,0
"Nov 1, 2023 @ 08:29:18.724","hostname -f","/usr/bin/hostname","""/""",1787558,672,0
"Nov 1, 2023 @ 08:29:08.645","sed -e /^nameserver/!b ENDOFCYCLE -e s/$/ / -e s/\([:. ]\)0\+/\10/g -e s/\([:. ]\)0\([123456789abcdefABCDEF][[:xdigit:]]*\)/\1\2/g -e /::/b ENDOFCYCLE; s/ \(0[: ]\)\+/ ::/ -e s/#.*$// /::/b ENDOFCYCLE; s/:\(0[: ]\)\+/::/ -e : ENDOFCYCLE - -e s/[[:blank:]]\+$// -e s/^[[:blank:]]\+// -e s/[[:blank:]]\+/ /g -e","/usr/bin/sed","""/run/resolvconf/interface""",1787552,1787551,0
"Nov 1, 2023 @ 08:29:08.645","rm -f /run/chrony-dhcp/enp1s0.sources","/usr/bin/rm","""/""",1787555,1787544,0
"Nov 1, 2023 @ 08:29:08.645","ip -4 600 dev enp1s0 label enp1s0 addr change 192.168.1.2/255.255.255.0 broadcast 192.168.1.255 valid_lft 600 preferred_lft","/usr/bin/ip","""/""",1787546,1787544,0
"Nov 1, 2023 @ 08:29:08.645","run-parts --list /etc/dhcp/dhclient-enter-hooks.d","/usr/bin/run-parts","""/""",1787545,1787544,0
"Nov 1, 2023 @ 08:29:08.645","flock -w 10 9","/usr/bin/flock","""/run/resolvconf/interface""",1787549,1787548,0
"Nov 1, 2023 @ 08:29:08.645","/usr/bin/chronyc reload sources","/usr/bin/chronyc","""/""",1787557,1787544,0
"Nov 1, 2023 @ 08:29:08.645","mkdir -p /run/chrony-dhcp","/usr/bin/mkdir","""/""",1787556,1787544,0
"Nov 1, 2023 @ 08:29:08.645","/bin/sh /sbin/dhclient-script","/usr/bin/dash","""/""",1787544,500,0
"Nov 1, 2023 @ 08:29:08.645","/bin/sh /sbin/resolvconf -a enp1s0.dhclient","/usr/bin/dash","""/""",1787548,1787544,0
"Nov 1, 2023 @ 08:29:08.645","sed -e s/[[:blank:]]\+$// -e /^$/d","/usr/bin/sed","""/run/resolvconf/interface""",1787553,1787551,0
"Nov 1, 2023 @ 08:29:08.645","run-parts --list /etc/dhcp/dhclient-exit-hooks.d","/usr/bin/run-parts","""/""",1787554,1787544,0
"Nov 1, 2023 @ 08:28:18.585","run-parts --list /etc/dhcp/dhclient-exit-hooks.d","/usr/bin/run-parts","""/""",1787540,1787530,0
"Nov 1, 2023 @ 08:28:18.585","mkdir -p /run/chrony-dhcp","/usr/bin/mkdir","""/""",1787542,1787530,0
"Nov 1, 2023 @ 08:28:18.585","/bin/sh /sbin/resolvconf -a enp1s0.dhclient","/usr/bin/dash","""/""",1787534,1787530,0
"Nov 1, 2023 @ 08:28:18.585","sed -e s/[[:blank:]]\+$// -e /^$/d","/usr/bin/sed","""/run/resolvconf/interface""",1787539,1787537,0
"Nov 1, 2023 @ 08:28:18.585","flock -w 10 9","/usr/bin/flock","""/run/resolvconf/interface""",1787535,1787534,0
"Nov 1, 2023 @ 08:28:18.585","run-parts --list /etc/dhcp/dhclient-enter-hooks.d","/usr/bin/run-parts","""/""",1787531,1787530,0
"Nov 1, 2023 @ 08:28:18.585","ip -4 600 dev enp1s0 label enp1s0 addr change 192.168.1.2/255.255.255.0 broadcast 192.168.1.255 valid_lft 600 preferred_lft","/usr/bin/ip","""/""",1787532,1787530,0
"Nov 1, 2023 @ 08:28:18.585","/usr/bin/chronyc reload sources","/usr/bin/chronyc","""/""",1787543,1787530,0
"Nov 1, 2023 @ 08:28:18.585","rm -f /run/chrony-dhcp/enp1s0.sources","/usr/bin/rm","""/""",1787541,1787530,0
"Nov 1, 2023 @ 08:28:18.585","sed -e /^nameserver/!b ENDOFCYCLE -e s/$/ / -e s/\([:. ]\)0\+/\10/g -e s/\([:. ]\)0\([123456789abcdefABCDEF][[:xdigit:]]*\)/\1\2/g -e /::/b ENDOFCYCLE; s/ \(0[: ]\)\+/ ::/ -e s/#.*$// /::/b ENDOFCYCLE; s/:\(0[: ]\)\+/::/ -e : ENDOFCYCLE - -e s/[[:blank:]]\+$// -e s/^[[:blank:]]\+// -e s/[[:blank:]]\+/ /g -e","/usr/bin/sed","""/run/resolvconf/interface""",1787538,1787537,0
"Nov 1, 2023 @ 08:28:18.585","/bin/sh /sbin/dhclient-script","/usr/bin/dash","""/""",1787530,500,0
"Nov 1, 2023 @ 08:28:18.585","hostname -f","/usr/bin/hostname","""/""",1787529,672,0
"Nov 1, 2023 @ 08:27:38.447","mkdir -p /run/chrony-dhcp","/usr/bin/mkdir","""/""",1787527,1787515,0
"Nov 1, 2023 @ 08:27:38.447","sed -e /^nameserver/!b ENDOFCYCLE -e s/$/ / -e s/\([:. ]\)0\+/\10/g -e s/\([:. ]\)0\([123456789abcdefABCDEF][[:xdigit:]]*\)/\1\2/g -e /::/b ENDOFCYCLE; s/ \(0[: ]\)\+/ ::/ -e s/#.*$// /::/b ENDOFCYCLE; s/:\(0[: ]\)\+/::/ -e : ENDOFCYCLE - -e s/[[:blank:]]\+$// -e s/^[[:blank:]]\+// -e s/[[:blank:]]\+/ /g -e","/usr/bin/sed","""/run/resolvconf/interface""",1787523,1787522,0
"Nov 1, 2023 @ 08:27:38.447","run-parts --list /etc/dhcp/dhclient-exit-hooks.d","/usr/bin/run-parts","""/""",1787525,1787515,0
"Nov 1, 2023 @ 08:27:38.447","run-parts --list /etc/dhcp/dhclient-enter-hooks.d","/usr/bin/run-parts","""/""",1787516,1787515,0
"Nov 1, 2023 @ 08:27:38.447","rm -f /run/chrony-dhcp/enp1s0.sources","/usr/bin/rm","""/""",1787526,1787515,0
"Nov 1, 2023 @ 08:27:38.447","/bin/sh /sbin/dhclient-script","/usr/bin/dash","""/""",1787515,500,0
"Nov 1, 2023 @ 08:27:38.447","sed -e s/[[:blank:]]\+$// -e /^$/d","/usr/bin/sed","""/run/resolvconf/interface""",1787524,1787522,0
"Nov 1, 2023 @ 08:27:38.447","/usr/bin/chronyc reload sources","/usr/bin/chronyc","""/""",1787528,1787515,0
"Nov 1, 2023 @ 08:27:38.447","flock -w 10 9","/usr/bin/flock","""/run/resolvconf/interface""",1787520,1787519,0
"Nov 1, 2023 @ 08:27:38.447","ip -4 600 dev enp1s0 label enp1s0 addr change 192.168.1.2/255.255.255.0 broadcast 192.168.1.255 valid_lft 600 preferred_lft","/usr/bin/ip","""/""",1787517,1787515,0
"Nov 1, 2023 @ 08:27:38.447","/bin/sh /sbin/resolvconf -a enp1s0.dhclient","/usr/bin/dash","""/""",1787519,1787515,0
"Nov 1, 2023 @ 08:27:18.378","hostname -f","/usr/bin/hostname","""/""",1787514,672,0
"Nov 1, 2023 @ 08:26:48.336","/bin/sh /sbin/resolvconf -a enp1s0.dhclient","/usr/bin/dash","""/""",1787504,1787500,0
"Nov 1, 2023 @ 08:26:48.336","sed -e s/[[:blank:]]\+$// -e /^$/d","/usr/bin/sed","""/run/resolvconf/interface""",1787509,1787507,0
"Nov 1, 2023 @ 08:26:48.336","flock -w 10 9","/usr/bin/flock","""/run/resolvconf/interface""",1787505,1787504,0
"Nov 1, 2023 @ 08:26:48.336","/bin/sh /sbin/dhclient-script","/usr/bin/dash","""/""",1787500,500,0
"Nov 1, 2023 @ 08:26:48.336","run-parts --list /etc/dhcp/dhclient-enter-hooks.d","/usr/bin/run-parts","""/""",1787501,1787500,0
"Nov 1, 2023 @ 08:26:48.336","run-parts --list /etc/dhcp/dhclient-exit-hooks.d","/usr/bin/run-parts","""/""",1787510,1787500,0
"Nov 1, 2023 @ 08:26:48.336","mkdir -p /run/chrony-dhcp","/usr/bin/mkdir","""/""",1787512,1787500,0
"Nov 1, 2023 @ 08:26:48.336","/usr/bin/chronyc reload sources","/usr/bin/chronyc","""/""",1787513,1787500,0
"Nov 1, 2023 @ 08:26:48.336","sed -e /^nameserver/!b ENDOFCYCLE -e s/$/ / -e s/\([:. ]\)0\+/\10/g -e s/\([:. ]\)0\([123456789abcdefABCDEF][[:xdigit:]]*\)/\1\2/g -e /::/b ENDOFCYCLE; s/ \(0[: ]\)\+/ ::/ -e s/#.*$// /::/b ENDOFCYCLE; s/:\(0[: ]\)\+/::/ -e : ENDOFCYCLE - -e s/[[:blank:]]\+$// -e s/^[[:blank:]]\+// -e s/[[:blank:]]\+/ /g -e","/usr/bin/sed","""/run/resolvconf/interface""",1787508,1787507,0
"Nov 1, 2023 @ 08:26:48.336","rm -f /run/chrony-dhcp/enp1s0.sources","/usr/bin/rm","""/""",1787511,1787500,0
"Nov 1, 2023 @ 08:26:48.336","ip -4 600 dev enp1s0 label enp1s0 addr change 192.168.1.2/255.255.255.0 broadcast 192.168.1.255 valid_lft 600 preferred_lft","/usr/bin/ip","""/""",1787502,1787500,0
"Nov 1, 2023 @ 08:26:08.300","mkdir -p /run/chrony-dhcp","/usr/bin/mkdir","""/""",1787497,1787485,0
"Nov 1, 2023 @ 08:26:08.300","ip -4 600 dev enp1s0 label enp1s0 addr change 192.168.1.2/255.255.255.0 broadcast 192.168.1.255 valid_lft 600 preferred_lft","/usr/bin/ip","""/""",1787487,1787485,0
"Nov 1, 2023 @ 08:26:08.300","rm -f /run/chrony-dhcp/enp1s0.sources","/usr/bin/rm","""/""",1787496,1787485,0
"Nov 1, 2023 @ 08:26:08.300","/bin/sh /sbin/resolvconf -a enp1s0.dhclient","/usr/bin/dash","""/""",1787489,1787485,0
"Nov 1, 2023 @ 08:26:08.300","/bin/sh /sbin/dhclient-script","/usr/bin/dash","""/""",1787485,500,0
"Nov 1, 2023 @ 08:26:08.300","run-parts --list /etc/dhcp/dhclient-enter-hooks.d","/usr/bin/run-parts","""/""",1787486,1787485,0
"Nov 1, 2023 @ 08:26:08.300","sed -e /^nameserver/!b ENDOFCYCLE -e s/$/ / -e s/\([:. ]\)0\+/\10/g -e s/\([:. ]\)0\([123456789abcdefABCDEF][[:xdigit:]]*\)/\1\2/g -e /::/b ENDOFCYCLE; s/ \(0[: ]\)\+/ ::/ -e s/#.*$// /::/b ENDOFCYCLE; s/:\(0[: ]\)\+/::/ -e : ENDOFCYCLE - -e s/[[:blank:]]\+$// -e s/^[[:blank:]]\+// -e s/[[:blank:]]\+/ /g -e","/usr/bin/sed","""/run/resolvconf/interface""",1787493,1787492,0
"Nov 1, 2023 @ 08:26:08.300","run-parts --list /etc/dhcp/dhclient-exit-hooks.d","/usr/bin/run-parts","""/""",1787495,1787485,0
"Nov 1, 2023 @ 08:26:08.300","hostname -f","/usr/bin/hostname","""/""",1787499,672,0
"Nov 1, 2023 @ 08:26:08.300","flock -w 10 9","/usr/bin/flock","""/run/resolvconf/interface""",1787490,1787489,0
"Nov 1, 2023 @ 08:26:08.300","sed -e s/[[:blank:]]\+$// -e /^$/d","/usr/bin/sed","""/run/resolvconf/interface""",1787494,1787492,0
"Nov 1, 2023 @ 08:26:08.300","/usr/bin/chronyc reload sources","/usr/bin/chronyc","""/""",1787498,1787485,0
"Nov 1, 2023 @ 08:25:28.270","flock -w 10 9","/usr/bin/flock","""/run/resolvconf/interface""",1787475,1787474,0
"Nov 1, 2023 @ 08:25:28.270","sed -e s/[[:blank:]]\+$// -e /^$/d","/usr/bin/sed","""/run/resolvconf/interface""",1787479,1787477,0
"Nov 1, 2023 @ 08:25:28.270","mkdir -p /run/chrony-dhcp","/usr/bin/mkdir","""/""",1787482,1787470,0
"Nov 1, 2023 @ 08:25:28.270","run-parts --list /etc/dhcp/dhclient-enter-hooks.d","/usr/bin/run-parts","""/""",1787471,1787470,0
"Nov 1, 2023 @ 08:25:28.270","ip -4 600 dev enp1s0 label enp1s0 addr change 192.168.1.2/255.255.255.0 broadcast 192.168.1.255 valid_lft 600 preferred_lft","/usr/bin/ip","""/""",1787472,1787470,0
"Nov 1, 2023 @ 08:25:28.270","run-parts --list /etc/dhcp/dhclient-exit-hooks.d","/usr/bin/run-parts","""/""",1787480,1787470,0
"Nov 1, 2023 @ 08:25:28.270","/usr/bin/chronyc reload sources","/usr/bin/chronyc","""/""",1787483,1787470,0
"Nov 1, 2023 @ 08:25:28.270","sed -e /^nameserver/!b ENDOFCYCLE -e s/$/ / -e s/\([:. ]\)0\+/\10/g -e s/\([:. ]\)0\([123456789abcdefABCDEF][[:xdigit:]]*\)/\1\2/g -e /::/b ENDOFCYCLE; s/ \(0[: ]\)\+/ ::/ -e s/#.*$// /::/b ENDOFCYCLE; s/:\(0[: ]\)\+/::/ -e : ENDOFCYCLE - -e s/[[:blank:]]\+$// -e s/^[[:blank:]]\+// -e s/[[:blank:]]\+/ /g -e","/usr/bin/sed","""/run/resolvconf/interface""",1787478,1787477,0
"Nov 1, 2023 @ 08:25:28.270","rm -f /run/chrony-dhcp/enp1s0.sources","/usr/bin/rm","""/""",1787481,1787470,0
"Nov 1, 2023 @ 08:25:28.270","/bin/sh /sbin/dhclient-script","/usr/bin/dash","""/""",1787470,500,0
"Nov 1, 2023 @ 08:25:28.270","/bin/sh /sbin/resolvconf -a enp1s0.dhclient","/usr/bin/dash","""/""",1787474,1787470,0
"Nov 1, 2023 @ 08:25:08.239","hostname -f","/usr/bin/hostname","""/""",1787469,672,0
"Nov 1, 2023 @ 08:24:38.204","sed -e /^nameserver/!b ENDOFCYCLE -e s/$/ / -e s/\([:. ]\)0\+/\10/g -e s/\([:. ]\)0\([123456789abcdefABCDEF][[:xdigit:]]*\)/\1\2/g -e /::/b ENDOFCYCLE; s/ \(0[: ]\)\+/ ::/ -e s/#.*$// /::/b ENDOFCYCLE; s/:\(0[: ]\)\+/::/ -e : ENDOFCYCLE - -e s/[[:blank:]]\+$// -e s/^[[:blank:]]\+// -e s/[[:blank:]]\+/ /g -e","/usr/bin/sed","""/run/resolvconf/interface""",1787463,1787462,0
"Nov 1, 2023 @ 08:24:38.204","ip -4 600 dev enp1s0 label enp1s0 addr change 192.168.1.2/255.255.255.0 broadcast 192.168.1.255 valid_lft 600 preferred_lft","/usr/bin/ip","""/""",1787457,1787455,0
"Nov 1, 2023 @ 08:24:38.204","run-parts --list /etc/dhcp/dhclient-exit-hooks.d","/usr/bin/run-parts","""/""",1787465,1787455,0
"Nov 1, 2023 @ 08:24:38.204","/bin/sh /sbin/resolvconf -a enp1s0.dhclient","/usr/bin/dash","""/""",1787459,1787455,0
"Nov 1, 2023 @ 08:24:38.204","/usr/bin/chronyc reload sources","/usr/bin/chronyc","""/""",1787468,1787455,0
"Nov 1, 2023 @ 08:24:38.204","flock -w 10 9","/usr/bin/flock","""/run/resolvconf/interface""",1787460,1787459,0
"Nov 1, 2023 @ 08:24:38.204","sed -e s/[[:blank:]]\+$// -e /^$/d","/usr/bin/sed","""/run/resolvconf/interface""",1787464,1787462,0
"Nov 1, 2023 @ 08:24:38.204","mkdir -p /run/chrony-dhcp","/usr/bin/mkdir","""/""",1787467,1787455,0
"Nov 1, 2023 @ 08:24:38.204","/bin/sh /sbin/dhclient-script","/usr/bin/dash","""/""",1787455,500,0
"Nov 1, 2023 @ 08:24:38.204","run-parts --list /etc/dhcp/dhclient-enter-hooks.d","/usr/bin/run-parts","""/""",1787456,1787455,0
"Nov 1, 2023 @ 08:24:38.204","rm -f /run/chrony-dhcp/enp1s0.sources","/usr/bin/rm","""/""",1787466,1787455,0
"Nov 1, 2023 @ 08:24:18.071","hostname -f","/usr/bin/hostname","""/""",1787453,672,0
"Nov 1, 2023 @ 08:23:58.026","run-parts --list /etc/dhcp/dhclient-exit-hooks.d","/usr/bin/run-parts","""/""",1787449,1787439,0
"Nov 1, 2023 @ 08:23:58.026","sed -e /^nameserver/!b ENDOFCYCLE -e s/$/ / -e s/\([:. ]\)0\+/\10/g -e s/\([:. ]\)0\([123456789abcdefABCDEF][[:xdigit:]]*\)/\1\2/g -e /::/b ENDOFCYCLE; s/ \(0[: ]\)\+/ ::/ -e s/#.*$// /::/b ENDOFCYCLE; s/:\(0[: ]\)\+/::/ -e : ENDOFCYCLE - -e s/[[:blank:]]\+$// -e s/^[[:blank:]]\+// -e s/[[:blank:]]\+/ /g -e","/usr/bin/sed","""/run/resolvconf/interface""",1787447,1787446,0
"Nov 1, 2023 @ 08:23:58.026","/bin/sh /sbin/resolvconf -a enp1s0.dhclient","/usr/bin/dash","""/""",1787443,1787439,0
"Nov 1, 2023 @ 08:23:58.026","/usr/bin/chronyc reload sources","/usr/bin/chronyc","""/""",1787452,1787439,0
"Nov 1, 2023 @ 08:23:58.026","ip -4 600 dev enp1s0 label enp1s0 addr change 192.168.1.2/255.255.255.0 broadcast 192.168.1.255 valid_lft 600 preferred_lft","/usr/bin/ip","""/""",1787441,1787439,0
"Nov 1, 2023 @ 08:23:58.026","sed -e s/[[:blank:]]\+$// -e /^$/d","/usr/bin/sed","""/run/resolvconf/interface""",1787448,1787446,0
"Nov 1, 2023 @ 08:23:58.026","mkdir -p /run/chrony-dhcp","/usr/bin/mkdir","""/""",1787451,1787439,0
